machine_id,serial_number,device_type,manufacturer,firmware_version,mac_address,ip_address,installation_date,latitude,longitude,municipio,operating_center,reference_network,connectivity_type,signal_strength_dbm,machine_type,sector,shift,age_days,maintenance_delay_days,tool_wear_pct,temperature_c,vibration_mm_s,pressure_bar,oil_level_pct,coolant_level_pct,humidity_pct,voltage_v,current_a,power_kw,rpm,noise_db,smoke_ppm,gas_ppm,network_latency_ms,error_count_24h,restart_count_7d,severity
M-246,SN-RM-0246-50413,Motor IoT Controller,GE Digital,3.2.5,61:B7:FC:5C:98:2F,10.4.89.73,2022-05-12,41.863657,12.513763,Municipio XV,CO Casilina,RETE_ELETTRICA,4G,-71.6,PUMP,C1,NIGHT,2174,31,59.93,59.14,1.97,6.45,84.89,97.84,65.83,401.14,41.21,35.19,1455.48,60.58,0.09,2.32,43.01,1,1,NORMAL
M-247,SN-RM-0247-79422,Speed Sensor Node,Emerson,4.0.0,E3:AA:91:62:8D:D7,10.8.53.53,2017-03-19,41.817885,12.66638,Municipio XIV,CO Roma Est,RETE_ENERGIA,4G,-70.4,COMPRESSOR,A2,DAY,2141,69,100.0,90.97,3.04,12.65,54.6,73.75,50.41,392.18,43.2,61.02,2941.45,79.05,4.32,0.0,35.02,3,1,MAINTENANCE
M-248,SN-RM-0248-81760,Pressure IoT Node,GE Digital,2.3.1,C5:9D:20:EE:20:D4,10.1.93.26,2020-05-06,41.826236,12.720406,Municipio XII,CO Roma Nord,RETE_IDRICA,LoRaWAN,-74.6,COMPRESSOR,B2,DAY,1298,44,95.11,93.0,6.09,17.69,15.63,52.44,52.96,384.02,62.34,85.12,2709.58,72.79,11.93,7.83,59.87,13,5,FAILURE
M-249,SN-RM-0249-37384,Pressure Transmitter IoT,ABB,3.2.5,82:41:92:FC:74:B6,10.3.187.177,2021-04-12,41.850956,12.759664,Municipio I,CO Tiburtina,RETE_GAS,WiFi,-53.6,COMPRESSOR,C2,NIGHT,668,54,61.05,75.17,2.84,14.4,70.47,82.51,68.64,390.29,46.7,59.42,3086.7,72.75,4.53,1.13,54.61,3,1,MAINTENANCE
M-000,SN-RM-0000-85442,Smart Flow Sensor,Siemens,3.1.2,00:97:2E:43:8A:DC,10.6.27.98,2015-11-12,41.9188,12.77855,Municipio XI,CO Flaminia,RETE_IDRICA,LoRaWAN,-53.5,TURBINE,C2,DAY,1695,11,57.0,87.73,2.17,14.78,46.84,80.04,43.91,408.68,72.9,93.34,5077.17,74.32,2.83,1.4,57.44,1,0,NORMAL
M-001,SN-RM-0001-11934,Pressure Transmitter IoT,Emerson,3.0.0,D0:ED:9C:83:36:04,10.3.175.39,2020-11-24,41.828949,12.274948,Municipio III,CO Roma Ovest,RETE_GAS,Ethernet,-70.9,PUMP,A2,NIGHT,3035,31,98.92,103.12,4.59,10.4,34.53,47.39,42.69,384.44,60.11,54.76,1593.35,86.09,9.18,0.63,53.96,13,3,FAILURE
M-002,SN-RM-0002-66034,Electric Edge Monitor,Schneider Electric,2.3.1,D9:2A:B4:25:22:90,10.9.6.94,2017-12-15,41.777459,12.320584,Municipio II,CO Prenestina,RETE_ELETTRICA,Ethernet,-63.1,COMPRESSOR,C2,DAY,3251,36,78.97,77.82,1.94,9.63,79.45,70.48,50.47,381.57,45.18,67.01,2965.39,74.69,1.22,1.96,45.68,0,3,NORMAL
M-003,SN-RM-0003-37877,Power Edge Controller,Schneider Electric,2.4.0,27:7E:25:3E:9D:FD,10.1.178.143,2018-10-23,41.858965,12.669212,Municipio VII,CO Roma Sud,RETE_ENERGIA,4G,-58.8,COMPRESSOR,B2,NIGHT,1094,24,57.18,93.05,2.56,14.04,76.48,54.55,66.4,415.05,52.39,58.77,2828.18,85.61,1.91,0.0,51.53,6,3,WARNING
M-004,SN-RM-0004-79965,Pressure IoT Node,Emerson,3.1.2,30:9B:57:AE:A4:97,10.4.207.23,2019-10-15,41.818159,12.563402,Municipio IX,CO Prenestina,RETE_IDRICA,WiFi,-66.5,TURBINE,B2,DAY,2347,21,44.31,84.57,2.52,15.4,91.24,100.0,37.33,398.78,70.88,70.43,4986.5,60.07,0.0,0.0,18.75,0,0,NORMAL
M-005,SN-RM-0005-91319,Compressor Edge Node,Siemens,4.0.0,DD:79:05:99:D9:C2,10.4.144.102,2017-10-16,41.727266,12.651738,Municipio VI,CO Roma Centro,RETE_GAS,4G,-62.0,PUMP,C1,NIGHT,2306,17,28.01,73.8,1.27,10.06,66.45,100.0,44.25,391.53,36.51,42.02,1451.11,57.61,5.26,2.17,43.24,0,1,NORMAL
M-006,SN-RM-0006-12787,Vibration Sensor Node,Yokogawa,2.4.0,E7:F8:77:CE:D3:8C,10.7.165.34,2018-04-04,41.780684,12.563849,Municipio I,CO Roma Sud,RETE_ELETTRICA,4G,-35.4,TURBINE,B1,NIGHT,852,34,13.58,82.76,2.38,13.62,49.8,81.13,13.74,391.53,82.19,93.85,5595.82,73.78,0.0,1.29,43.19,1,2,NORMAL
M-007,SN-RM-0007-33799,Speed Sensor Node,Honeywell,3.2.5,3C:ED:94:43:E3:FC,10.6.206.62,2018-09-07,41.929025,12.762069,Municipio XIV,CO Roma Est,RETE_ENERGIA,Ethernet,-62.2,TURBINE,B2,DAY,266,36,38.45,95.58,2.92,16.16,75.81,77.02,57.98,399.72,76.38,92.95,5025.62,60.9,0.0,0.08,26.44,1,0,NORMAL
M-008,SN-RM-0008-10010,Pressure IoT Node,Yokogawa,4.0.0,8A:14:00:D8:26:B9,10.1.3.182,2021-11-23,41.896448,12.472361,Municipio VIII,CO Roma Est,RETE_IDRICA,LoRaWAN,-50.7,TURBINE,C2,DAY,1236,18,38.83,88.92,2.83,14.61,63.2,78.29,67.89,401.79,80.2,87.81,5122.45,66.58,6.28,2.06,73.94,0,0,NORMAL
M-009,SN-RM-0009-43700,Gas IoT Sensor,GE Digital,3.0.0,8E:DE:66:99:CF:54,10.8.19.121,2023-08-12,41.971746,12.668879,Municipio XIV,CO Roma Sud,RETE_GAS,WiFi,-75.1,TURBINE,C1,DAY,543,30,25.92,86.15,2.88,14.81,97.55,91.45,37.72,384.45,79.59,91.93,5314.81,66.36,3.33,0.31,30.85,1,1,NORMAL
M-010,SN-RM-0010-57158,Vibration Sensor Node,Bosch,4.0.0,05:7A:9C:98:6E:24,10.1.18.242,2021-02-28,41.773825,12.549406,Municipio IV,CO Roma Nord,RETE_ELETTRICA,WiFi,-63.1,PUMP,C2,DAY,1969,10,40.71,80.82,2.2,7.5,68.28,87.71,62.1,394.2,38.12,46.34,1472.07,77.72,2.48,0.0,40.95,0,0,NORMAL
M-011,SN-RM-0011-80857,Turbine IoT Gateway,GE Digital,2.3.1,45:53:6F:55:07:09,10.1.33.194,2018-03-25,41.750948,12.593649,Municipio XIV,CO Aurelia,RETE_ENERGIA,5G,-57.5,MOTOR,A2,DAY,2708,31,84.25,76.49,2.96,5.65,56.5,79.39,56.59,407.7,28.93,45.74,1798.35,73.4,0.0,1.75,37.38,6,0,MAINTENANCE
M-012,SN-RM-0012-99439,Smart Flow Sensor,Honeywell,4.1.3,45:B9:9E:CC:DD:1A,10.8.103.182,2020-03-07,41.783595,12.484337,Municipio XV,CO Prenestina,RETE_IDRICA,4G,-50.4,PUMP,A2,DAY,1700,11,50.86,70.94,1.63,10.94,99.59,93.99,80.13,388.81,32.06,55.06,1425.78,71.75,1.31,1.9,41.28,1,0,NORMAL
M-013,SN-RM-0013-82494,Pressure Transmitter IoT,Yokogawa,2.3.1,8E:82:3B:16:D5:D9,10.4.116.89,2023-03-24,41.775217,12.671743,Municipio IV,CO Casilina,RETE_GAS,4G,-37.7,COMPRESSOR,C2,NIGHT,3390,10,75.55,82.84,1.91,12.82,84.15,84.68,47.04,409.92,58.15,58.95,2773.48,66.99,2.21,1.96,47.4,1,2,NORMAL
M-014,SN-RM-0014-10931,Vibration Sensor Node,Bosch,2.4.0,84:61:75:AE:7F:C4,10.2.80.50,2022-02-07,41.830333,12.429057,Municipio II,CO Tiburtina,RETE_ELETTRICA,Ethernet,-59.3,TURBINE,C1,NIGHT,1302,31,48.62,83.0,2.98,14.36,84.0,94.97,29.54,408.34,81.97,85.25,5315.53,69.01,0.83,0.0,63.18,1,0,NORMAL
M-015,SN-RM-0015-83102,Turbine IoT Gateway,Honeywell,2.4.0,CC:69:CA:B3:67:53,10.6.94.31,2022-05-05,41.865381,12.661332,Municipio I,CO Roma Centro,RETE_ENERGIA,WiFi,-55.3,TURBINE,A2,DAY,2503,18,100.0,108.35,4.22,16.91,54.08,61.53,60.21,408.67,78.44,91.05,5172.6,77.6,0.55,0.0,16.09,8,2,WARNING
M-016,SN-RM-0016-16579,Pump Monitor Gateway,Bosch,2.4.0,2F:CD:79:89:3D:4A,10.4.188.93,2018-05-19,41.928503,12.545764,Municipio I,CO Roma Est,RETE_IDRICA,LoRaWAN,-70.8,MOTOR,C2,DAY,3398,22,76.54,87.09,2.4,6.29,10.77,58.8,27.2,397.63,55.62,64.83,1921.6,70.62,4.55,0.21,59.14,7,2,WARNING
M-017,SN-RM-0017-36398,Pressure Transmitter IoT,Siemens,3.2.5,25:A5:B5:26:1C:0F,10.7.232.26,2015-01-26,41.874234,12.677922,Municipio XIII,CO Prenestina,RETE_GAS,WiFi,-56.2,COMPRESSOR,C2,NIGHT,1136,49,53.59,70.51,2.12,10.73,83.67,85.88,47.71,402.28,53.25,45.24,2803.85,63.47,3.64,2.15,47.17,0,0,NORMAL
M-018,SN-RM-0018-73098,Motor IoT Controller,ABB,2.3.1,43:B8:06:B0:5A:9A,10.4.214.195,2016-10-08,41.945574,12.294219,Municipio VII,CO Roma Est,RETE_ELETTRICA,LoRaWAN,-53.1,MOTOR,B1,NIGHT,433,28,80.31,66.04,1.6,4.03,36.01,67.16,42.86,411.3,49.11,38.72,1796.63,71.11,4.8,3.35,51.27,0,1,NORMAL
M-019,SN-RM-0019-89903,Power Edge Controller,GE Digital,3.0.0,68:D3:62:BA:A9:80,10.9.6.96,2022-04-30,41.790265,12.411674,Municipio II,CO EUR,RETE_ENERGIA,4G,-63.1,COMPRESSOR,C1,DAY,3374,14,36.68,81.15,2.26,10.02,59.75,81.88,25.56,404.24,52.4,63.87,2976.29,61.4,4.01,0.0,3.61,0,0,NORMAL
M-020,SN-RM-0020-38575,Pump Monitor Gateway,Schneider Electric,3.1.2,E3:CE:54:D9:C3:A9,10.7.235.179,2015-01-10,41.880778,12.738094,Municipio XII,CO Roma Centro,RETE_IDRICA,LoRaWAN,-58.3,MOTOR,B1,NIGHT,693,33,60.59,65.89,0.58,8.43,100.0,94.61,48.43,389.04,49.44,37.39,1721.6,58.86,2.34,4.41,25.78,2,2,NORMAL
M-021,SN-RM-0021-49199,Compressor Edge Node,Yokogawa,4.0.0,F0:EE:AA:75:9F:F6,10.9.59.87,2017-04-09,41.894964,12.270272,Municipio VII,CO Prenestina,RETE_GAS,Ethernet,-57.0,MOTOR,A2,NIGHT,1837,12,31.89,67.66,1.47,9.58,63.46,66.36,49.59,397.25,52.92,54.77,1747.0,68.49,1.63,1.44,34.11,0,0,NORMAL
M-022,SN-RM-0022-25968,Electric Edge Monitor,Emerson,3.0.0,7B:58:83:F1:A5:68,10.1.205.83,2017-02-12,41.823205,12.585742,Municipio XI,CO Aurelia,RETE_ELETTRICA,Ethernet,-63.6,PUMP,B1,DAY,1055,29,80.55,87.47,2.96,9.36,39.49,51.92,68.79,403.27,50.81,62.03,1411.96,85.9,1.98,2.14,53.97,4,3,WARNING
M-023,SN-RM-0023-23187,Turbine IoT Gateway,Yokogawa,2.4.0,F6:CB:52:BD:6C:9E,10.6.250.74,2016-11-25,41.904663,12.498951,Municipio XIII,CO Prenestina,RETE_ENERGIA,4G,-58.9,COMPRESSOR,A2,DAY,1923,19,81.45,91.61,2.88,13.92,69.94,68.44,32.28,391.65,66.59,69.13,2879.81,67.85,2.98,0.71,71.81,1,0,MAINTENANCE
M-024,SN-RM-0024-55613,Pressure IoT Node,Schneider Electric,3.1.2,5D:A9:65:AF:09:91,10.4.205.191,2020-04-26,41.969708,12.464256,Municipio VII,CO Casilina,RETE_IDRICA,4G,-88.0,TURBINE,C2,DAY,2111,79,100.0,112.31,5.06,18.41,43.84,59.12,53.8,389.21,82.66,88.53,5260.44,85.59,16.76,7.35,38.37,12,3,FAILURE
M-025,SN-RM-0025-21630,Pressure Transmitter IoT,Siemens,3.1.2,40:E2:A1:F9:DF:3E,10.5.96.126,2023-12-02,41.866381,12.595478,Municipio III,CO Roma Ovest,RETE_GAS,4G,-42.1,MOTOR,C1,NIGHT,1739,28,52.88,75.28,1.84,9.12,51.32,68.76,60.72,401.84,35.82,44.47,1737.84,68.96,1.23,0.0,24.03,1,0,NORMAL
M-026,SN-RM-0026-71499,Vibration Sensor Node,Yokogawa,2.4.0,ED:98:C5:DD:12:41,10.8.106.146,2023-05-08,41.886756,12.654752,Municipio XII,CO Casilina,RETE_ELETTRICA,Ethernet,-53.7,PUMP,B1,DAY,143,23,52.15,72.55,2.61,9.89,51.74,64.97,43.13,380.69,42.55,52.58,1417.98,76.32,0.0,1.11,8.78,1,0,MAINTENANCE
M-027,SN-RM-0027-79588,Speed Sensor Node,Honeywell,2.3.1,E0:D8:4E:40:FF:55,10.3.169.22,2023-01-21,41.88377,12.411187,Municipio XV,CO Roma Ovest,RETE_ENERGIA,WiFi,-60.6,TURBINE,A1,NIGHT,1569,25,35.97,84.47,3.19,14.15,50.55,90.93,79.75,385.12,74.95,79.69,5378.24,68.21,2.89,0.8,54.49,0,1,NORMAL
M-028,SN-RM-0028-80502,Pump Monitor Gateway,Emerson,3.1.2,74:B6:01:0D:32:31,10.4.3.115,2019-07-02,41.946127,12.578082,Municipio IV,CO Roma Est,RETE_IDRICA,4G,-69.0,COMPRESSOR,C2,DAY,3295,72,64.37,97.31,5.19,14.41,25.82,40.29,58.32,388.16,73.13,85.13,3560.44,81.26,26.76,22.3,75.21,7,2,FAILURE
M-029,SN-RM-0029-20617,Pressure Transmitter IoT,Schneider Electric,3.2.5,50:22:82:60:AC:F0,10.3.251.207,2016-06-05,41.769005,12.431873,Municipio XIII,CO Casilina,RETE_GAS,4G,-63.4,PUMP,B1,DAY,139,36,79.6,81.21,3.56,11.31,52.79,81.45,70.96,383.87,25.44,33.7,1469.68,67.74,0.3,0.0,45.85,2,0,MAINTENANCE
M-030,SN-RM-0030-45236,Electric Edge Monitor,GE Digital,3.0.0,62:F6:6C:B8:0A:2D,10.6.44.58,2020-06-04,41.884451,12.636011,Municipio X,CO Tiburtina,RETE_ELETTRICA,WiFi,-70.3,MOTOR,B1,DAY,2919,42,82.16,83.19,3.33,11.08,79.67,70.92,39.93,406.68,42.8,50.57,1817.43,69.42,0.77,1.94,41.2,3,0,MAINTENANCE
M-031,SN-RM-0031-68663,Power Edge Controller,Schneider Electric,4.1.3,F9:7A:97:A6:90:F4,10.9.55.244,2018-08-19,41.726692,12.762816,Municipio IX,CO Ostiense,RETE_ENERGIA,4G,-64.1,PUMP,B1,DAY,2874,38,82.69,63.88,1.35,10.94,54.29,82.56,42.4,380.93,38.29,47.32,1503.46,69.35,2.66,2.46,27.62,1,1,NORMAL
M-032,SN-RM-0032-98960,Pump Monitor Gateway,Siemens,4.0.0,32:39:9E:C8:8C:87,10.8.232.211,2019-04-18,41.869818,12.628699,Municipio I,CO Tiburtina,RETE_IDRICA,Ethernet,-50.9,PUMP,A1,DAY,782,18,52.71,63.94,1.79,7.4,84.81,46.59,74.04,400.99,35.82,48.38,1458.23,60.73,3.16,0.0,31.56,1,0,NORMAL
M-033,SN-RM-0033-98968,Pressure Transmitter IoT,GE Digital,4.0.0,99:C4:86:98:7F:EB,10.7.11.150,2017-12-04,41.919002,12.342683,Municipio III,CO Flaminia,RETE_GAS,5G,-49.5,TURBINE,A2,DAY,2116,0,61.62,91.03,2.75,15.36,55.25,81.46,36.9,405.02,70.14,91.56,5105.46,66.74,1.28,0.0,42.84,1,1,NORMAL
M-034,SN-RM-0034-15488,Electric Edge Monitor,ABB,4.0.0,83:62:FE:06:A1:7C,10.4.87.130,2023-02-21,41.777192,12.728834,Municipio IX,CO Roma Sud,RETE_ELETTRICA,LoRaWAN,-86.4,MOTOR,A2,DAY,3636,83,66.44,110.71,6.25,12.27,28.9,37.17,71.33,407.43,67.73,70.78,1412.76,89.03,43.8,22.9,114.34,21,8,SEVERE
M-035,SN-RM-0035-77873,Speed Sensor Node,Schneider Electric,3.1.2,C6:AB:FF:48:9E:F3,10.9.108.79,2017-04-26,41.800332,12.776039,Municipio III,CO EUR,RETE_ENERGIA,4G,-55.9,PUMP,B2,NIGHT,109,0,81.21,63.89,2.29,7.98,50.26,74.72,68.13,387.97,40.02,41.68,1454.65,82.93,0.69,2.73,27.42,0,0,NORMAL
M-036,SN-RM-0036-48205,Pressure IoT Node,ABB,3.0.0,61:CB:5C:A4:58:5B,10.8.200.214,2015-12-12,41.920822,12.649206,Municipio XIV,CO Roma Ovest,RETE_IDRICA,WiFi,-75.9,COMPRESSOR,C1,DAY,919,15,70.23,81.64,1.05,12.61,83.85,81.01,33.05,399.12,40.79,62.48,2890.71,79.53,1.63,0.86,1.0,0,0,NORMAL
M-037,SN-RM-0037-90101,Pressure Transmitter IoT,Schneider Electric,4.0.0,89:09:6C:73:51:57,10.5.39.30,2015-04-25,41.810977,12.765551,Municipio IX,CO Aurelia,RETE_GAS,WiFi,-47.5,PUMP,C1,DAY,452,20,20.36,75.11,2.28,10.51,52.14,72.53,35.53,390.42,47.02,60.01,1498.4,77.43,0.57,3.13,36.71,5,1,MAINTENANCE
M-038,SN-RM-0038-68354,Motor IoT Controller,ABB,4.1.3,9B:53:BF:05:3F:32,10.6.65.4,2020-10-19,41.826737,12.771444,Municipio III,CO Flaminia,RETE_ELETTRICA,Ethernet,-73.9,TURBINE,C1,DAY,1394,3,87.0,104.02,3.69,16.11,34.82,59.78,70.73,410.34,95.66,96.25,4991.74,75.88,1.62,0.0,42.24,3,3,WARNING
M-039,SN-RM-0039-67336,Power Edge Controller,ABB,2.4.0,3B:51:E6:42:39:FC,10.4.117.77,2019-06-28,41.985088,12.474482,Municipio III,CO Roma Est,RETE_ENERGIA,WiFi,-69.0,TURBINE,A1,NIGHT,2552,7,55.68,89.74,1.94,17.5,77.19,82.49,49.39,402.7,77.86,82.55,5327.15,67.84,1.24,0.0,62.92,1,1,NORMAL
M-040,SN-RM-0040-96632,Smart Flow Sensor,Yokogawa,2.4.0,C8:AC:19:91:D1:7F,10.2.8.57,2018-10-19,41.741715,12.275169,Municipio VI,CO Tiburtina,RETE_IDRICA,4G,-62.6,COMPRESSOR,B1,DAY,2876,19,100.0,92.69,4.15,14.44,53.02,42.1,50.63,411.42,70.24,55.5,2932.4,64.62,1.02,0.29,24.42,4,0,WARNING
M-041,SN-RM-0041-86285,Gas IoT Sensor,ABB,3.2.5,B1:FE:E6:33:5F:19,10.3.90.158,2016-07-31,41.778048,12.405829,Municipio I,CO Roma Nord,RETE_GAS,WiFi,-99.6,TURBINE,C1,DAY,2618,36,100.0,126.24,7.69,20.39,0.0,34.72,55.52,393.86,110.29,110.52,5242.63,71.91,33.8,26.73,73.23,19,8,SEVERE
M-042,SN-RM-0042-79443,Vibration Sensor Node,ABB,3.2.5,D1:82:1E:DB:CD:DE,10.7.51.98,2023-06-10,41.956737,12.659859,Municipio VI,CO Roma Est,RETE_ELETTRICA,5G,-61.6,TURBINE,B2,DAY,513,43,69.19,106.06,3.42,15.94,70.03,93.39,63.09,390.07,72.69,97.45,5178.34,63.65,2.21,0.0,50.17,3,0,MAINTENANCE
M-043,SN-RM-0043-61148,Power Edge Controller,Honeywell,4.0.0,6C:F0:F2:FA:46:94,10.7.15.106,2019-07-29,41.850768,12.288248,Municipio III,CO Aurelia,RETE_ENERGIA,LoRaWAN,-66.9,TURBINE,B1,NIGHT,2322,43,100.0,108.53,4.91,14.55,21.96,37.71,62.81,411.22,77.32,92.13,5028.17,79.01,6.67,6.67,49.25,13,6,FAILURE
M-044,SN-RM-0044-89748,Pressure IoT Node,Schneider Electric,2.4.0,FC:02:76:60:D2:80,10.7.51.160,2015-07-19,41.844425,12.305318,Municipio III,CO Tiburtina,RETE_IDRICA,LoRaWAN,-59.5,PUMP,C1,DAY,621,19,51.77,92.77,3.19,11.6,55.65,75.13,69.81,396.34,37.24,62.53,1499.72,77.15,1.01,1.59,45.72,5,0,WARNING
M-045,SN-RM-0045-19321,Gas IoT Sensor,Emerson,2.3.1,36:EA:EA:DC:4E:7E,10.1.240.158,2020-12-19,41.77113,12.345836,Municipio I,CO EUR,RETE_GAS,WiFi,-73.7,MOTOR,A2,DAY,606,20,86.18,94.35,3.18,7.69,31.0,79.35,86.32,395.78,67.63,57.6,1802.33,66.22,4.39,0.0,30.86,7,0,WARNING
M-046,SN-RM-0046-82499,Motor IoT Controller,Bosch,3.1.2,1E:56:DF:A6:58:6A,10.7.20.5,2022-07-13,41.824582,12.763321,Municipio VIII,CO Roma Centro,RETE_ELETTRICA,LoRaWAN,-36.9,TURBINE,C1,NIGHT,1712,34,85.1,101.61,3.44,13.9,87.88,73.62,59.94,418.16,67.16,89.63,5083.72,70.78,0.93,1.38,16.24,1,0,MAINTENANCE
M-047,SN-RM-0047-20259,Power Edge Controller,Siemens,2.4.0,1B:69:3E:52:1C:C3,10.5.94.253,2023-05-19,41.901037,12.625708,Municipio VIII,CO EUR,RETE_ENERGIA,WiFi,-78.3,MOTOR,A2,DAY,2490,16,78.42,93.86,3.81,7.64,49.23,62.77,41.14,415.87,57.47,56.8,1663.48,68.91,0.0,0.12,48.22,10,1,WARNING
M-048,SN-RM-0048-86147,Pressure IoT Node,GE Digital,3.0.0,DF:D0:1A:3D:8A:D3,10.6.139.190,2017-07-21,41.801031,12.542235,Municipio I,CO Flaminia,RETE_IDRICA,LoRaWAN,-70.1,MOTOR,B2,NIGHT,1582,38,23.52,67.7,1.55,4.81,89.65,55.34,67.46,398.3,45.28,51.02,1679.36,68.37,3.38,0.0,47.34,2,0,NORMAL
M-049,SN-RM-0049-15569,Pressure Transmitter IoT,Bosch,2.3.1,DC:1B:2F:19:DF:FC,10.5.202.6,2022-03-30,41.96141,12.330381,Municipio XIV,CO Roma Est,RETE_GAS,Ethernet,-54.7,PUMP,A1,NIGHT,2838,49,79.4,74.87,2.14,7.71,43.12,45.3,54.53,382.91,37.94,43.72,1419.17,76.0,1.12,2.37,57.22,5,0,MAINTENANCE
M-050,SN-RM-0050-54628,Electric Edge Monitor,Yokogawa,3.2.5,2C:62:90:46:44:78,10.2.117.24,2019-12-22,41.857295,12.716175,Municipio X,CO Roma Sud,RETE_ELETTRICA,5G,-53.1,MOTOR,B2,DAY,872,33,27.96,83.14,1.81,8.95,80.93,78.63,47.39,388.3,35.74,56.88,1800.99,74.77,2.07,2.64,70.25,3,0,MAINTENANCE
M-051,SN-RM-0051-90601,Power Edge Controller,Siemens,3.1.2,37:E3:E9:1B:79:72,10.5.114.234,2018-03-15,41.905407,12.58896,Municipio X,CO Roma Est,RETE_ENERGIA,WiFi,-57.7,MOTOR,B2,DAY,694,29,49.52,78.87,1.79,6.78,30.76,75.92,54.89,399.46,46.56,54.66,1656.46,69.64,3.33,2.34,88.07,2,1,MAINTENANCE
M-052,SN-RM-0052-73326,Pump Monitor Gateway,ABB,4.0.0,89:5F:98:08:B5:67,10.9.120.215,2017-06-29,41.787203,12.696984,Municipio XIII,CO EUR,RETE_IDRICA,WiFi,-66.1,PUMP,A1,NIGHT,1181,92,74.77,100.52,3.35,11.17,24.11,57.07,40.52,383.92,55.89,55.51,1642.89,71.43,9.42,6.45,40.59,10,5,FAILURE
M-053,SN-RM-0053-25514,Pressure Transmitter IoT,ABB,4.1.3,CA:DE:04:46:17:15,10.6.141.252,2019-11-18,41.753426,12.626615,Municipio VII,CO Roma Nord,RETE_GAS,Ethernet,-56.5,COMPRESSOR,B1,NIGHT,2413,18,62.83,91.37,3.26,12.71,50.22,89.82,62.99,407.32,45.79,57.7,3259.75,77.99,2.51,0.34,44.89,7,1,WARNING
M-054,SN-RM-0054-28539,Motor IoT Controller,Siemens,2.4.0,0D:28:A0:27:FD:C8,10.3.240.147,2021-05-21,41.727769,12.569765,Municipio VIII,CO EUR,RETE_ELETTRICA,5G,-71.8,COMPRESSOR,A1,DAY,2736,57,98.06,105.48,5.7,15.14,0.0,62.52,60.61,407.16,51.03,66.89,2459.37,78.02,18.89,14.56,61.3,9,4,FAILURE
M-055,SN-RM-0055-45870,Power Edge Controller,ABB,4.0.0,2D:B6:05:11:6D:C0,10.8.102.37,2023-11-24,41.942953,12.622458,Municipio I,CO Roma Sud,RETE_ENERGIA,4G,-67.4,COMPRESSOR,A1,NIGHT,2813,51,50.59,77.01,1.84,12.37,61.75,77.78,40.66,407.8,29.88,60.47,2949.25,75.04,0.0,0.0,28.42,2,0,NORMAL
M-056,SN-RM-0056-88789,Pump Monitor Gateway,ABB,4.0.0,3A:AD:EF:73:79:26,10.9.216.57,2023-01-08,41.923012,12.372146,Municipio X,CO Roma Nord,RETE_IDRICA,4G,-52.6,MOTOR,A1,DAY,814,13,45.7,76.86,1.87,7.59,89.58,88.37,32.7,392.3,43.77,55.57,1706.13,58.43,2.58,1.93,23.95,3,1,NORMAL
M-057,SN-RM-0057-17867,Gas IoT Sensor,Schneider Electric,4.0.0,A2:38:CE:47:EF:FC,10.2.91.56,2016-08-21,41.946384,12.362253,Municipio IX,CO Roma Sud,RETE_GAS,Ethernet,-56.0,COMPRESSOR,C2,DAY,3511,41,84.01,80.46,2.49,12.37,68.08,50.76,66.65,416.07,54.09,51.01,3149.92,73.47,1.68,0.0,47.02,2,1,MAINTENANCE
M-058,SN-RM-0058-40679,Electric Edge Monitor,Yokogawa,2.3.1,AA:2A:1A:EF:AB:AF,10.2.203.17,2021-09-14,41.814397,12.333356,Municipio X,CO Roma Ovest,RETE_ELETTRICA,5G,-74.8,COMPRESSOR,B1,NIGHT,3057,27,76.1,74.61,2.64,10.7,64.27,96.96,33.84,399.17,50.93,46.64,2786.04,70.04,5.47,0.0,14.32,1,0,NORMAL
M-059,SN-RM-0059-29703,Power Edge Controller,Siemens,2.3.1,A1:A6:9C:B8:48:49,10.4.70.103,2016-06-23,41.959345,12.511251,Municipio XII,CO Ostiense,RETE_ENERGIA,5G,-51.4,MOTOR,B1,NIGHT,1083,8,79.13,89.93,2.8,7.96,39.71,51.41,84.25,408.12,42.81,58.02,1806.33,73.99,1.82,3.14,9.66,4,0,WARNING
M-060,SN-RM-0060-63080,Pump Monitor Gateway,Schneider Electric,2.4.0,C7:F6:4B:63:1E:34,10.4.121.122,2018-06-20,41.77628,12.558836,Municipio XV,CO Flaminia,RETE_IDRICA,WiFi,-44.9,PUMP,C1,NIGHT,606,39,83.28,68.46,3.17,11.7,59.45,67.59,35.72,421.45,41.55,51.87,1460.85,80.2,1.95,0.0,43.41,2,0,MAINTENANCE
M-061,SN-RM-0061-34533,Compressor Edge Node,Honeywell,3.0.0,28:75:5D:82:55:BE,10.5.201.43,2018-03-29,41.844378,12.683552,Municipio V,CO Flaminia,RETE_GAS,WiFi,-57.7,PUMP,C2,DAY,1223,4,50.13,76.67,2.06,9.49,64.29,87.33,73.63,384.67,31.7,40.38,1451.34,62.0,1.43,0.0,26.24,1,1,NORMAL
M-062,SN-RM-0062-92782,Motor IoT Controller,Honeywell,3.0.0,92:02:26:F2:D6:5C,10.3.8.121,2015-08-29,41.773778,12.275419,Municipio II,CO Flaminia,RETE_ELETTRICA,4G,-74.6,PUMP,C2,DAY,2360,6,100.0,107.94,4.81,17.03,39.09,41.02,45.89,420.24,48.7,64.96,1393.12,63.48,3.69,6.44,54.76,12,4,FAILURE
